Order_ID,Order_Date,Promised_Delivery_Date,Actual_Delivery_Date,City,Zone,Warehouse_ID,Delivery_Agent_ID,Vendor,Product_Category,Order_Value_INR,Payment_Mode,Promised_Delivery_Days,Actual_Delivery_Days,Delay_Days,Delay_Category,Is_Delayed,Delay_Reason,SLA_Breached,Delivery_Attempts,Month,Quarter,Is_Festive_Season,Is_Monsoon_Season
ORD100312,15-05-2024,16-05-2024,15-05-2024,Chennai,South,WH_CHN_01,AGT_0030,Ecom Express,Sports,12805.89,COD,1,1,0,On Time,No,None,No,1,May,Q2,No,No
ORD100313,24-01-2024,26-01-2024,25-01-2024,Delhi,North,WH_DEL_01,AGT_0096,Delhivery,Books,5030.61,COD,2,2,0,On Time,No,None,No,1,January,Q1,No,No
ORD100314,24-06-2024,29-06-2024,03-07-2024,Bhopal,Central,WH_BHO_01,AGT_0034,Delhivery,Groceries,12560.27,COD,5,9,4,Moderate Delay,Yes,Weather Conditions,Yes,1,June,Q2,No,Yes
ORD100315,31-01-2024,05-02-2024,05-02-2024,Nagpur,Central,WH_NGP_01,AGT_0008,Shadowfax,Beauty,12063.63,COD,5,5,0,On Time,No,None,No,1,January,Q1,No,No
ORD100316,16-12-2024,18-12-2024,18-12-2024,Bhopal,Central,WH_BHO_01,AGT_0081,DTDC,Fashion,1827.12,COD,2,2,0,On Time,No,None,No,1,December,Q4,No,No
ORD100317,26-12-2024,02-01-2025,01-01-2025,Mumbai,West,WH_MUM_01,AGT_0064,Ecom Express,Fashion,14671.75,COD,7,7,0,On Time,No,None,No,1,December,Q4,No,No
ORD100318,26-06-2024,01-07-2024,08-07-2024,Ahmedabad,West,WH_AMD_01,AGT_0043,Dunzo,Toys,322.93,Prepaid,5,12,7,Severe Delay,Yes,Traffic Congestion,Yes,1,June,Q2,No,Yes
ORD100319,08-09-2024,11-09-2024,10-09-2024,Delhi,North,WH_DEL_01,AGT_0118,Delhivery,Home & Kitchen,7677.9,COD,3,3,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD100320,20-10-2024,25-10-2024,26-10-2024,Ahmedabad,West,WH_AMD_01,AGT_0106,Ecom Express,Fashion,11216.8,Prepaid,5,6,1,Minor Delay,Yes,Route Optimization Failure,No,1,October,Q4,Yes,No
ORD100321,12-10-2024,13-10-2024,13-10-2024,Mumbai,West,WH_MUM_01,AGT_0094,Shadowfax,Toys,13368.15,Prepaid,1,1,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD100322,28-01-2024,02-02-2024,09-02-2024,Bhopal,Central,WH_BHO_01,AGT_0057,Delhivery,Fashion,10792.37,COD,5,12,7,Severe Delay,Yes,Route Optimization Failure,Yes,1,January,Q1,No,No
ORD100323,23-06-2024,26-06-2024,26-06-2024,Mumbai,West,WH_MUM_01,AGT_0036,Dunzo,Groceries,10576.13,Prepaid,3,3,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD100324,28-07-2024,04-08-2024,05-08-2024,Bhopal,Central,WH_BHO_01,AGT_0107,Delhivery,Sports,3351.5,Prepaid,7,8,1,Minor Delay,Yes,Warehouse Processing Delay,No,1,July,Q3,No,Yes
ORD100325,20-11-2024,21-11-2024,21-11-2024,Mumbai,West,WH_MUM_01,AGT_0136,BlueDart,Toys,6942.21,Prepaid,1,1,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD100326,25-01-2024,30-01-2024,30-01-2024,Nagpur,Central,WH_NGP_01,AGT_0027,Ekart,Groceries,13876.91,Prepaid,5,5,0,On Time,No,None,No,1,January,Q1,No,No
ORD100327,02-12-2024,05-12-2024,05-12-2024,Pune,West,WH_PUN_01,AGT_0088,Ecom Express,Books,6367.17,Prepaid,3,3,0,On Time,No,None,No,1,December,Q4,No,No
ORD100328,19-08-2024,24-08-2024,24-08-2024,Chennai,South,WH_CHN_01,AGT_0054,XpressBees,Home & Kitchen,12669.66,COD,5,5,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD100329,31-12-2024,03-01-2025,02-01-2025,Lucknow,North,WH_LKO_01,AGT_0091,Delhivery,Sports,14722.83,Prepaid,3,3,0,On Time,No,None,No,1,December,Q4,No,No
ORD100330,02-09-2024,07-09-2024,07-09-2024,Jaipur,North,WH_JAI_01,AGT_0098,BlueDart,Fashion,13180.54,COD,5,5,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD100331,28-01-2024,30-01-2024,06-02-2024,Bangalore,South,WH_BLR_01,AGT_0139,XpressBees,Books,14755.46,COD,2,9,7,Severe Delay,Yes,Customer Unavailable,Yes,2,January,Q1,No,No
ORD100332,19-08-2024,26-08-2024,26-08-2024,Kolkata,East,WH_KOL_01,AGT_0100,Ecom Express,Electronics,3678.29,COD,7,7,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD100333,16-12-2024,17-12-2024,20-12-2024,Pune,West,WH_PUN_01,AGT_0050,XpressBees,Sports,9365.34,COD,1,4,3,Moderate Delay,Yes,Vehicle Breakdown,Yes,1,December,Q4,No,No
ORD100334,17-08-2024,18-08-2024,20-08-2024,Chennai,South,WH_CHN_01,AGT_0042,Ekart,Books,5751.39,COD,1,3,2,Minor Delay,Yes,Wrong Address,No,1,August,Q3,No,Yes
ORD100335,10-05-2024,15-05-2024,14-05-2024,Lucknow,North,WH_LKO_01,AGT_0147,Dunzo,Books,743.12,COD,5,5,0,On Time,No,None,No,1,May,Q2,No,No
ORD100336,02-07-2024,05-07-2024,04-07-2024,Jaipur,North,WH_JAI_01,AGT_0024,Ecom Express,Beauty,7881,Prepaid,3,3,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD100337,23-04-2024,26-04-2024,26-04-2024,Kolkata,East,WH_KOL_01,AGT_0089,Delhivery,Electronics,3393.91,COD,3,3,0,On Time,No,None,No,1,April,Q2,No,No
ORD100338,03-05-2024,10-05-2024,11-05-2024,Ahmedabad,West,WH_AMD_01,AGT_0139,DTDC,Beauty,5813.38,Prepaid,7,8,1,Minor Delay,Yes,High Order Volume,No,1,May,Q2,No,No
ORD100339,24-05-2024,31-05-2024,31-05-2024,Nagpur,Central,WH_NGP_01,AGT_0083,XpressBees,Books,7787.49,COD,7,7,0,On Time,No,None,No,1,May,Q2,No,No
ORD100340,12-02-2024,19-02-2024,18-02-2024,Jaipur,North,WH_JAI_01,AGT_0053,Delhivery,Beauty,3280.1,Prepaid,7,7,0,On Time,No,None,No,1,February,Q1,No,No
ORD100341,25-12-2024,30-12-2024,29-12-2024,Jaipur,North,WH_JAI_01,AGT_0085,Dunzo,Electronics,11241.33,Prepaid,5,5,0,On Time,No,None,No,1,December,Q4,No,No
ORD100342,14-02-2024,16-02-2024,15-02-2024,Mumbai,West,WH_MUM_01,AGT_0100,Ecom Express,Books,8688.19,Prepaid,2,2,0,On Time,No,None,No,1,February,Q1,No,No
ORD100343,18-11-2024,21-11-2024,27-11-2024,Ahmedabad,West,WH_AMD_01,AGT_0092,Delhivery,Electronics,8092.29,Prepaid,3,9,6,Severe Delay,Yes,Wrong Address,Yes,1,November,Q4,Yes,No
ORD100344,14-09-2024,17-09-2024,17-09-2024,Indore,Central,WH_IND_01,AGT_0041,Dunzo,Electronics,11514.32,COD,3,3,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD100345,22-04-2024,27-04-2024,27-04-2024,Jaipur,North,WH_JAI_01,AGT_0003,Shadowfax,Books,14407.99,Prepaid,5,5,0,On Time,No,None,No,1,April,Q2,No,No
ORD100346,11-10-2024,12-10-2024,17-10-2024,Jaipur,North,WH_JAI_01,AGT_0089,XpressBees,Books,8126.71,Prepaid,1,6,5,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,October,Q4,Yes,No
ORD100347,30-07-2024,06-08-2024,08-08-2024,Hyderabad,South,WH_HYD_01,AGT_0141,BlueDart,Groceries,9310.74,COD,7,9,2,Minor Delay,Yes,Vehicle Breakdown,No,1,July,Q3,No,Yes
ORD100348,26-11-2024,29-11-2024,29-11-2024,Ahmedabad,West,WH_AMD_01,AGT_0061,Ekart,Sports,1608.31,COD,3,3,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD100349,25-05-2024,27-05-2024,27-05-2024,Delhi,North,WH_DEL_01,AGT_0081,Shadowfax,Groceries,5025.94,COD,2,2,0,On Time,No,None,No,1,May,Q2,No,No
ORD100350,27-03-2024,29-03-2024,29-03-2024,Pune,West,WH_PUN_01,AGT_0119,Dunzo,Sports,4258.7,COD,2,5,3,Moderate Delay,Yes,None,No,1,March,Q1,No,No
ORD100351,02-07-2024,09-07-2024,15-07-2024,Ahmedabad,West,WH_AMD_01,AGT_0020,DTDC,Home & Kitchen,12650.63,Prepaid,7,13,6,Severe Delay,Yes,Wrong Address,Yes,1,July,Q3,No,Yes
ORD100352,08-02-2024,15-02-2024,15-02-2024,Nagpur,Central,WH_NGP_01,AGT_0140,DTDC,Electronics,11572.62,Prepaid,7,7,0,On Time,No,None,No,1,February,Q1,No,No
ORD100353,03-10-2024,05-10-2024,07-10-2024,Indore,Central,WH_IND_01,AGT_0129,Shadowfax,Beauty,2138.14,Prepaid,2,4,2,Minor Delay,Yes,Weather Conditions,No,1,October,Q4,Yes,No
ORD100354,05-12-2024,12-12-2024,11-12-2024,Mumbai,West,WH_MUM_01,AGT_0092,Dunzo,Groceries,6776.37,Prepaid,7,7,0,On Time,No,None,No,1,December,Q4,No,No
ORD100355,22-04-2024,23-04-2024,25-04-2024,Mumbai,West,WH_MUM_01,AGT_0011,BlueDart,Toys,10078.5,COD,1,3,2,Minor Delay,Yes,Traffic Congestion,No,1,April,Q2,No,No
ORD100356,14-06-2024,21-06-2024,21-06-2024,Surat,West,WH_SRT_01,AGT_0097,Ecom Express,Groceries,12547.85,COD,7,7,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD100357,27-10-2024,28-10-2024,28-10-2024,Kolkata,East,WH_KOL_01,AGT_0089,Shadowfax,Beauty,14594.21,Prepaid,1,1,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD100358,03-09-2024,10-09-2024,10-09-2024,Ahmedabad,West,WH_AMD_01,AGT_0039,XpressBees,Books,2609.25,Prepaid,7,7,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD100359,21-03-2024,22-03-2024,22-03-2024,Bangalore,South,WH_BLR_01,AGT_0123,Dunzo,Toys,12195.91,Prepaid,1,1,0,On Time,No,None,No,1,March,Q1,No,No
ORD100360,29-10-2024,03-11-2024,04-11-2024,Hyderabad,South,WH_HYD_01,AGT_0147,BlueDart,Groceries,8666.27,Prepaid,5,6,1,Minor Delay,Yes,Customer Unavailable,No,2,October,Q4,Yes,No
ORD100361,26-03-2024,28-03-2024,28-03-2024,Mumbai,West,WH_MUM_01,AGT_0056,Delhivery,Books,9050.46,Prepaid,2,2,0,On Time,No,None,No,1,March,Q1,No,No
ORD100362,06-11-2024,11-11-2024,18-11-2024,Ahmedabad,West,WH_AMD_01,AGT_0088,Ekart,Books,9072.45,Prepaid,5,12,7,Severe Delay,Yes,Warehouse Processing Delay,Yes,1,November,Q4,Yes,No
ORD100363,20-08-2024,21-08-2024,25-08-2024,Indore,Central,WH_IND_01,AGT_0025,Ekart,Beauty,1762.27,Prepaid,1,5,4,Moderate Delay,Yes,Customer Unavailable,Yes,2,August,Q3,No,Yes
ORD100364,10-11-2024,17-11-2024,16-11-2024,Ahmedabad,West,WH_AMD_01,AGT_0134,Ecom Express,Electronics,1533.87,Prepaid,7,7,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD100365,08-07-2024,15-07-2024,15-07-2024,Pune,West,WH_PUN_01,AGT_0035,Ecom Express,Fashion,11874.9,COD,7,7,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD100366,01-09-2024,02-09-2024,07-09-2024,Chennai,South,WH_CHN_01,AGT_0134,Delhivery,Electronics,3978.4,Prepaid,1,6,5,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,September,Q3,No,Yes
ORD100367,11-07-2024,14-07-2024,13-07-2024,Mumbai,West,WH_MUM_01,AGT_0071,Shadowfax,Beauty,2448.46,COD,3,3,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD100368,22-07-2024,29-07-2024,29-07-2024,Surat,West,WH_SRT_01,AGT_0102,Shadowfax,Books,2803.99,COD,7,7,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD100369,11-03-2024,13-03-2024,12-03-2024,Nagpur,Central,WH_NGP_01,AGT_0100,Ekart,Electronics,1639.14,COD,2,2,0,On Time,No,None,No,1,March,Q1,No,No
ORD100370,03-01-2024,05-01-2024,05-01-2024,Surat,West,WH_SRT_01,AGT_0099,BlueDart,Fashion,1458.89,COD,2,2,0,On Time,No,None,No,1,January,Q1,No,No
ORD100371,24-07-2024,31-07-2024,05-08-2024,Indore,Central,WH_IND_01,AGT_0003,Dunzo,Toys,14193.88,Prepaid,7,12,5,Moderate Delay,Yes,Traffic Congestion,Yes,1,July,Q3,No,Yes
ORD100372,02-12-2024,04-12-2024,09-12-2024,Hyderabad,South,WH_HYD_01,AGT_0001,XpressBees,Sports,9285.57,Prepaid,2,7,5,Moderate Delay,Yes,Vehicle Breakdown,Yes,1,December,Q4,No,No
ORD100373,14-02-2024,19-02-2024,19-02-2024,Bangalore,South,WH_BLR_01,AGT_0024,Delhivery,Electronics,6170.95,Prepaid,5,5,0,On Time,No,None,No,1,February,Q1,No,No
ORD100374,25-05-2024,01-06-2024,01-06-2024,Jaipur,North,WH_JAI_01,AGT_0104,Dunzo,Home & Kitchen,5310.01,COD,7,7,0,On Time,No,None,No,1,May,Q2,No,No
ORD100375,03-01-2024,08-01-2024,07-01-2024,Lucknow,North,WH_LKO_01,AGT_0114,DTDC,Books,7622.06,COD,5,5,0,On Time,No,None,No,1,January,Q1,No,No
ORD100376,15-10-2024,17-10-2024,17-10-2024,Pune,West,WH_PUN_01,AGT_0067,Delhivery,Toys,10271.68,Prepaid,2,2,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD100377,14-07-2024,16-07-2024,15-07-2024,Delhi,North,WH_DEL_01,AGT_0064,DTDC,Electronics,12032.4,COD,2,2,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD100378,17-02-2024,20-02-2024,22-02-2024,Chennai,South,WH_CHN_01,AGT_0049,Ekart,Books,4811.01,Prepaid,3,5,2,Minor Delay,Yes,Route Optimization Failure,No,1,February,Q1,No,No
ORD100379,12-04-2024,14-04-2024,13-04-2024,Ahmedabad,West,WH_AMD_01,AGT_0028,Ekart,Sports,3553.73,Prepaid,2,2,0,On Time,No,None,No,1,April,Q2,No,No
ORD100380,10-02-2024,15-02-2024,14-02-2024,Delhi,North,WH_DEL_01,AGT_0126,DTDC,Toys,12742.96,COD,5,5,0,On Time,No,None,No,1,February,Q1,No,No
ORD100381,18-09-2024,20-09-2024,19-09-2024,Bangalore,South,WH_BLR_01,AGT_0101,Shadowfax,Electronics,954.1,COD,2,2,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD100382,17-12-2024,18-12-2024,18-12-2024,Bhopal,Central,WH_BHO_01,AGT_0098,XpressBees,Electronics,4837.42,Prepaid,1,1,0,On Time,No,None,No,1,December,Q4,No,No
ORD100383,21-02-2024,28-02-2024,27-02-2024,Lucknow,North,WH_LKO_01,AGT_0088,Dunzo,Books,8296.17,Prepaid,7,7,0,On Time,No,None,No,1,February,Q1,No,No
ORD100384,04-04-2024,06-04-2024,06-04-2024,Kolkata,East,WH_KOL_01,AGT_0148,Ekart,Groceries,5571.41,COD,2,2,0,On Time,No,None,No,1,April,Q2,No,No
ORD100385,27-04-2024,30-04-2024,30-04-2024,Surat,West,WH_SRT_01,AGT_0122,Ekart,Groceries,12866.18,Prepaid,3,3,0,On Time,No,None,No,1,April,Q2,No,No
ORD100386,05-01-2024,10-01-2024,17-01-2024,Patna,East,WH_PAT_01,AGT_0026,Ecom Express,Electronics,11812.19,COD,5,12,7,Severe Delay,Yes,High Order Volume,Yes,1,January,Q1,No,No
ORD100387,24-03-2024,27-03-2024,26-03-2024,Nagpur,Central,WH_NGP_01,AGT_0089,DTDC,Sports,6830.34,COD,3,3,0,On Time,No,None,No,1,March,Q1,No,No
ORD100388,29-07-2024,05-08-2024,10-08-2024,Mumbai,West,WH_MUM_01,AGT_0021,Dunzo,Toys,14693.69,COD,7,12,5,Moderate Delay,Yes,Customer Unavailable,Yes,3,July,Q3,No,Yes
ORD100389,26-05-2024,28-05-2024,28-05-2024,Lucknow,North,WH_LKO_01,AGT_0042,Delhivery,Fashion,6413.97,COD,2,2,0,On Time,No,None,No,1,May,Q2,No,No
ORD100390,26-04-2024,29-04-2024,29-04-2024,Kolkata,East,WH_KOL_01,AGT_0106,Dunzo,Sports,4178.03,COD,3,3,0,On Time,No,None,No,1,April,Q2,No,No
ORD100391,04-04-2024,06-04-2024,05-04-2024,Bangalore,South,WH_BLR_01,AGT_0007,BlueDart,Toys,3276.99,COD,2,3,1,Minor Delay,Yes,None,No,1,April,Q2,No,No
ORD100392,22-07-2024,23-07-2024,28-07-2024,Patna,East,WH_PAT_01,AGT_0114,DTDC,Home & Kitchen,1402.02,COD,1,6,5,Moderate Delay,Yes,Customer Unavailable,Yes,2,July,Q3,No,Yes
ORD100393,26-09-2024,27-09-2024,27-09-2024,Bangalore,South,WH_BLR_01,AGT_0035,Dunzo,Books,12983.98,COD,1,1,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD100394,03-10-2024,10-10-2024,16-10-2024,Nagpur,Central,WH_NGP_01,AGT_0023,XpressBees,Toys,7923.38,COD,7,13,6,Severe Delay,Yes,Warehouse Processing Delay,Yes,1,October,Q4,Yes,No
ORD100395,06-06-2024,09-06-2024,10-06-2024,Ahmedabad,West,WH_AMD_01,AGT_0121,DTDC,Sports,7921.25,Prepaid,3,4,1,Minor Delay,Yes,Traffic Congestion,No,1,June,Q2,No,Yes
ORD100396,05-01-2024,10-01-2024,10-01-2024,Jaipur,North,WH_JAI_01,AGT_0141,BlueDart,Home & Kitchen,4599.22,COD,5,5,0,On Time,No,None,No,1,January,Q1,No,No
ORD100397,06-04-2024,13-04-2024,12-04-2024,Kolkata,East,WH_KOL_01,AGT_0021,DTDC,Home & Kitchen,2574.55,COD,7,7,0,On Time,No,None,No,1,April,Q2,No,No
ORD100398,16-11-2024,23-11-2024,23-11-2024,Pune,West,WH_PUN_01,AGT_0035,Ekart,Fashion,4377.45,COD,7,7,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD100399,26-02-2024,04-03-2024,04-03-2024,Chennai,South,WH_CHN_01,AGT_0137,BlueDart,Groceries,2938.67,Prepaid,7,7,0,On Time,No,None,No,1,February,Q1,No,No
ORD100400,05-04-2024,08-04-2024,12-04-2024,Mumbai,West,WH_MUM_01,AGT_0056,Dunzo,Electronics,3607.24,Prepaid,3,7,4,Moderate Delay,Yes,Traffic Congestion,Yes,1,April,Q2,No,No
ORD100401,03-08-2024,08-08-2024,08-08-2024,Kolkata,East,WH_KOL_01,AGT_0038,Delhivery,Sports,10499.48,Prepaid,5,5,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD100402,16-05-2024,23-05-2024,22-05-2024,Mumbai,West,WH_MUM_01,AGT_0064,Delhivery,Electronics,13451.13,COD,7,7,0,On Time,No,None,No,1,May,Q2,No,No
ORD100403,14-08-2024,15-08-2024,21-08-2024,Pune,West,WH_PUN_01,AGT_0080,Ecom Express,Toys,7888.92,Prepaid,1,7,6,Severe Delay,Yes,Wrong Address,Yes,1,August,Q3,No,Yes
ORD100404,14-06-2024,15-06-2024,14-06-2024,Indore,Central,WH_IND_01,AGT_0029,XpressBees,Electronics,3911.69,COD,1,1,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD100405,20-11-2024,21-11-2024,24-11-2024,Hyderabad,South,WH_HYD_01,AGT_0149,BlueDart,Electronics,6027.75,Prepaid,1,4,3,Moderate Delay,Yes,Wrong Address,Yes,1,November,Q4,Yes,No
ORD100406,19-12-2024,26-12-2024,02-01-2025,Patna,East,WH_PAT_01,AGT_0016,BlueDart,Sports,3843.53,COD,7,14,7,Severe Delay,Yes,Wrong Address,Yes,1,December,Q4,No,No
ORD100407,26-11-2024,03-12-2024,02-12-2024,Kolkata,East,WH_KOL_01,AGT_0050,Dunzo,Sports,7394.47,COD,7,7,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD100408,18-12-2024,20-12-2024,21-12-2024,Mumbai,West,WH_MUM_01,AGT_0146,XpressBees,Toys,10643.4,COD,2,3,1,Minor Delay,Yes,Route Optimization Failure,No,1,December,Q4,No,No
ORD100409,05-10-2024,10-10-2024,17-10-2024,Bangalore,South,WH_BLR_01,AGT_0068,DTDC,Toys,1172.82,Prepaid,5,12,7,Severe Delay,Yes,Customer Unavailable,Yes,3,October,Q4,Yes,No
ORD100410,01-01-2024,06-01-2024,05-01-2024,Ahmedabad,West,WH_AMD_01,AGT_0017,Shadowfax,Home & Kitchen,9353.06,COD,5,5,0,On Time,No,None,No,1,January,Q1,No,No
ORD100411,02-10-2024,09-10-2024,08-10-2024,Surat,West,WH_SRT_01,AGT_0025,Delhivery,Sports,9253.63,COD,7,7,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD100412,03-12-2024,05-12-2024,06-12-2024,Jaipur,North,WH_JAI_01,AGT_0147,BlueDart,Fashion,1739.77,Prepaid,2,3,1,Minor Delay,Yes,Vehicle Breakdown,No,1,December,Q4,No,No
ORD100413,17-07-2024,24-07-2024,24-07-2024,Surat,West,WH_SRT_01,AGT_0054,BlueDart,Fashion,878.92,Prepaid,7,7,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD100414,08-09-2024,09-09-2024,15-09-2024,Surat,West,WH_SRT_01,AGT_0019,BlueDart,Books,12357.09,Prepaid,1,7,6,Severe Delay,Yes,Warehouse Processing Delay,Yes,1,September,Q3,No,Yes
ORD100415,04-06-2024,11-06-2024,17-06-2024,Bhopal,Central,WH_BHO_01,AGT_0146,XpressBees,Home & Kitchen,8045.17,Prepaid,7,13,6,Severe Delay,Yes,Vehicle Breakdown,Yes,1,June,Q2,No,Yes
ORD100416,01-04-2024,08-04-2024,07-04-2024,Surat,West,WH_SRT_01,AGT_0043,Delhivery,Beauty,11529.31,COD,7,7,0,On Time,No,None,No,1,April,Q2,No,No
ORD100417,02-04-2024,09-04-2024,11-04-2024,Patna,East,WH_PAT_01,AGT_0106,Shadowfax,Sports,14012.77,COD,7,9,2,Minor Delay,Yes,Route Optimization Failure,No,1,April,Q2,No,No
ORD100418,20-11-2024,23-11-2024,22-11-2024,Patna,East,WH_PAT_01,AGT_0102,Dunzo,Toys,5719.69,COD,3,3,0,On Time,No,None,No,1,November,Q4,Yes,No
ORD100419,18-01-2024,19-01-2024,19-01-2024,Mumbai,West,WH_MUM_01,AGT_0006,Shadowfax,Home & Kitchen,247.55,Prepaid,1,1,0,On Time,No,None,No,1,January,Q1,No,No
ORD100420,19-12-2024,26-12-2024,25-12-2024,Patna,East,WH_PAT_01,AGT_0094,DTDC,Groceries,1550.16,COD,7,7,0,On Time,No,None,No,1,December,Q4,No,No
ORD100421,25-10-2024,28-10-2024,27-10-2024,Indore,Central,WH_IND_01,AGT_0124,Shadowfax,Fashion,8621.73,Prepaid,3,3,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD100422,06-09-2024,13-09-2024,12-09-2024,Bangalore,South,WH_BLR_01,AGT_0015,Delhivery,Beauty,8989.18,COD,7,10,3,Moderate Delay,Yes,None,No,1,September,Q3,No,Yes
ORD100423,20-06-2024,25-06-2024,24-06-2024,Indore,Central,WH_IND_01,AGT_0014,Ecom Express,Electronics,13066.33,Prepaid,5,5,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD100424,25-09-2024,02-10-2024,02-10-2024,Chennai,South,WH_CHN_01,AGT_0101,BlueDart,Groceries,7610.66,Prepaid,7,7,0,On Time,No,None,No,1,September,Q3,No,Yes
ORD100425,31-10-2024,01-11-2024,04-11-2024,Ahmedabad,West,WH_AMD_01,AGT_0068,Ecom Express,Electronics,2347.98,COD,1,4,3,Moderate Delay,Yes,Warehouse Processing Delay,Yes,1,October,Q4,Yes,No
ORD100426,23-07-2024,25-07-2024,25-07-2024,Delhi,North,WH_DEL_01,AGT_0063,XpressBees,Home & Kitchen,8455.55,COD,2,2,0,On Time,No,None,No,1,July,Q3,No,Yes
ORD100427,16-05-2024,23-05-2024,29-05-2024,Delhi,North,WH_DEL_01,AGT_0079,BlueDart,Sports,6439.58,COD,7,13,6,Severe Delay,Yes,Warehouse Processing Delay,Yes,1,May,Q2,No,No
ORD100428,28-06-2024,03-07-2024,03-07-2024,Bangalore,South,WH_BLR_01,AGT_0040,Shadowfax,Home & Kitchen,816.43,Prepaid,5,5,0,On Time,No,None,No,1,June,Q2,No,Yes
ORD100429,13-02-2024,14-02-2024,19-02-2024,Patna,East,WH_PAT_01,AGT_0116,DTDC,Fashion,13050.97,COD,1,6,5,Moderate Delay,Yes,Customer Unavailable,Yes,3,February,Q1,No,No
ORD100430,18-06-2024,25-06-2024,30-06-2024,Mumbai,West,WH_MUM_01,AGT_0150,Ecom Express,Electronics,8299.68,Prepaid,7,12,5,Moderate Delay,Yes,Weather Conditions,Yes,1,June,Q2,No,Yes
ORD100431,05-12-2024,08-12-2024,11-12-2024,Indore,Central,WH_IND_01,AGT_0100,Delhivery,Electronics,11869.45,COD,3,6,3,Moderate Delay,Yes,Vehicle Breakdown,Yes,1,December,Q4,No,No
ORD100432,18-05-2024,21-05-2024,20-05-2024,Surat,West,WH_SRT_01,AGT_0081,Delhivery,Beauty,4493.56,COD,3,3,0,On Time,No,None,No,1,May,Q2,No,No
ORD100433,01-11-2024,03-11-2024,07-11-2024,Ahmedabad,West,WH_AMD_01,AGT_0005,Ekart,Beauty,740.32,COD,2,6,4,Moderate Delay,Yes,Traffic Congestion,Yes,1,November,Q4,Yes,No
ORD100434,16-12-2024,19-12-2024,24-12-2024,Kolkata,East,WH_KOL_01,AGT_0058,DTDC,Electronics,12206.61,COD,3,8,5,Moderate Delay,Yes,Weather Conditions,Yes,1,December,Q4,No,No
ORD100435,23-06-2024,25-06-2024,29-06-2024,Bangalore,South,WH_BLR_01,AGT_0085,DTDC,Beauty,6347.4,Prepaid,2,6,4,Moderate Delay,Yes,Vehicle Breakdown,Yes,1,June,Q2,No,Yes
ORD100436,04-10-2024,06-10-2024,05-10-2024,Ahmedabad,West,WH_AMD_01,AGT_0038,Ecom Express,Groceries,12959.43,COD,2,2,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD100437,16-10-2024,17-10-2024,16-10-2024,Surat,West,WH_SRT_01,AGT_0106,Shadowfax,Electronics,2884.41,Prepaid,1,1,0,On Time,No,None,No,1,October,Q4,Yes,No
ORD100438,04-06-2024,07-06-2024,09-06-2024,Pune,West,WH_PUN_01,AGT_0060,XpressBees,Books,2103.46,Prepaid,3,5,2,Minor Delay,Yes,Wrong Address,No,1,June,Q2,No,Yes
ORD100439,17-12-2024,18-12-2024,18-12-2024,Hyderabad,South,WH_HYD_01,AGT_0100,Ekart,Sports,2141.19,COD,1,1,0,On Time,No,None,No,1,December,Q4,No,No
ORD100440,30-08-2024,01-09-2024,05-09-2024,Ahmedabad,West,WH_AMD_01,AGT_0017,XpressBees,Home & Kitchen,13892.71,COD,2,6,4,Moderate Delay,Yes,Traffic Congestion,Yes,1,August,Q3,No,Yes
ORD100441,12-08-2024,15-08-2024,14-08-2024,Bangalore,South,WH_BLR_01,AGT_0101,Shadowfax,Beauty,6499.2,Prepaid,3,3,0,On Time,No,None,No,1,August,Q3,No,Yes
ORD100442,19-10-2024,26-10-2024,25-10-2024,Lucknow,North,WH_LKO_01,AGT_0133,XpressBees,Electronics,7881.64,COD,7,7,0,On Time,No,None,No,1,October,Q4,Yes,No
