Order_ID,Order_Date,Promised_Delivery_Date,Actual_Delivery_Date,City,Zone,Warehouse_ID,Delivery_Agent_ID,Vendor,Product_Category,Order_Value_INR,Payment_Mode,Promised_Delivery_Days,Actual_Delivery_Days,Delay_Days,Is_Delayed,Delay_Reason,SLA_Breached,Delivery_Attempts,Month,Quarter,Is_Festive_Season,Is_Monsoon_Season
ORD101175,2024-06-16 22:14,2024-06-19,2024-06-19,Hyderabad,South,WH_HYD_01,AGT_0033,XpressBees,Sports,11834.07,COD,3,3,0,No,None,No,1,June,Q2,No,Yes
ORD101176,2024-11-19 18:58,2024-11-21,2024-11-20,Kolkata,East,WH_KOL_01,AGT_0005,Dunzo,Toys,12227.83,Prepaid,2,2,0,No,None,No,1,November,Q4,Yes,No
ORD101177,2024-09-18 03:24,2024-09-20,2024-09-19,Kolkata,East,WH_KOL_01,AGT_0116,Delhivery,Books,8009.15,COD,2,2,0,No,None,No,1,September,Q3,No,Yes
ORD101178,2024-04-08 08:45,2024-04-10,2024-04-09,Pune,West,WH_PUN_01,AGT_0092,Shadowfax,Electronics,7185.14,Prepaid,2,2,0,No,None,No,1,April,Q2,No,No
ORD101179,2024-11-13 15:35,2024-11-15,2024-11-15,Bhopal,Central,WH_BHO_01,AGT_0031,XpressBees,Home & Kitchen,7347.76,COD,2,2,0,No,None,No,1,November,Q4,Yes,No
ORD101180,2024-02-01 23:56,2024-02-03,2024-02-03,Chennai,South,WH_CHN_01,AGT_0067,DTDC,Electronics,3836.16,COD,2,2,0,No,None,No,1,February,Q1,No,No
ORD101181,2024-03-14 09:01,2024-03-15,2024-03-15,Hyderabad,South,WH_HYD_01,AGT_0098,Dunzo,Groceries,1318.84,COD,1,1,0,No,None,No,1,March,Q1,No,No
ORD101182,2024-03-21 19:28,2024-03-24,2024-03-27,Jaipur,North,WH_JAI_01,AGT_0005,Shadowfax,Groceries,4247.85,COD,3,6,3,Yes,Route Optimization Failure,Yes,1,March,Q1,No,No
ORD101183,2024-01-27 10:35,2024-02-01,2024-02-01,Delhi,North,WH_DEL_01,AGT_0102,Shadowfax,Beauty,12502.29,COD,5,5,0,No,None,No,1,January,Q1,No,No
ORD101184,2024-06-16 19:53,2024-06-17,2024-06-17,Bangalore,South,WH_BLR_01,AGT_0128,Ekart,Electronics,8549.41,Prepaid,1,1,0,No,None,No,1,June,Q2,No,Yes
ORD101185,2024-02-04 04:09,2024-02-05,2024-02-04,Delhi,North,WH_DEL_01,AGT_0106,Delhivery,Sports,1514.11,COD,1,1,0,No,None,No,1,February,Q1,No,No
ORD101186,2024-02-05 15:25,2024-02-12,2024-02-16,Kolkata,East,WH_KOL_01,AGT_0041,Dunzo,Home & Kitchen,10464.61,Prepaid,7,11,4,Yes,Warehouse Processing Delay,Yes,1,February,Q1,No,No
ORD101187,2024-05-13 07:15,2024-05-14,2024-05-13,Delhi,North,WH_DEL_01,AGT_0011,BlueDart,Toys,929.37,Prepaid,1,1,0,No,None,No,1,May,Q2,No,No
ORD101188,2024-04-29 04:55,2024-05-01,2024-05-01,Hyderabad,South,WH_HYD_01,AGT_0107,BlueDart,Toys,5904.75,COD,2,4,2,Yes,None,No,1,April,Q2,No,No
ORD101189,2024-02-04 01:12,2024-02-11,2024-02-13,Jaipur,North,WH_JAI_01,AGT_0102,Ekart,Sports,256.21,Prepaid,7,9,2,Yes,Route Optimization Failure,No,1,February,Q1,No,No
ORD101190,2024-03-18 17:00,2024-03-25,2024-03-30,Hyderabad,South,WH_HYD_01,AGT_0086,DTDC,Home & Kitchen,7736.56,Prepaid,7,12,5,Yes,High Order Volume,Yes,1,March,Q1,No,No
ORD101191,2024-06-16 08:25,2024-06-17,2024-06-17,Hyderabad,South,WH_HYD_01,AGT_0100,BlueDart,Fashion,577.94,COD,1,1,0,No,None,No,1,June,Q2,No,Yes
ORD101192,2024-02-24 23:59,2024-02-26,2024-03-02,Patna,East,WH_PAT_01,AGT_0119,Shadowfax,Books,12519.01,Prepaid,2,7,5,Yes,Weather Conditions,Yes,1,February,Q1,No,No
ORD101193,2024-11-27 20:14,2024-12-04,2024-12-04,Mumbai,West,WH_MUM_01,AGT_0056,BlueDart,Books,3369.57,Prepaid,7,7,0,No,None,No,1,November,Q4,Yes,No
ORD101194,2024-04-02 10:13,2024-04-07,2024-04-07,Bhopal,Central,WH_BHO_01,AGT_0123,Dunzo,Groceries,10841.54,COD,5,5,0,No,None,No,1,April,Q2,No,No
ORD101195,2024-11-01 09:50,2024-11-03,2024-11-04,Jaipur,North,WH_JAI_01,AGT_0001,DTDC,Electronics,12812.32,Prepaid,2,3,1,Yes,Traffic Congestion,No,1,November,Q4,Yes,No
ORD101196,2024-08-15 12:46,2024-08-22,2024-08-21,Chennai,South,WH_CHN_01,AGT_0096,Ecom Express,Home & Kitchen,945.04,Prepaid,7,7,0,No,None,No,1,August,Q3,No,Yes
ORD101197,2024-05-23 13:41,2024-05-24,2024-05-25,Delhi,North,WH_DEL_01,AGT_0008,Delhivery,Home & Kitchen,4635.44,COD,1,2,1,Yes,Wrong Address,No,1,May,Q2,No,No
ORD101198,2024-08-31 05:00,2024-09-01,2024-09-03,Indore,Central,WH_IND_01,AGT_0040,Delhivery,Toys,13066.41,COD,1,3,2,Yes,Route Optimization Failure,No,1,August,Q3,No,Yes
ORD101199,2024-02-03 12:43,2024-02-08,2024-02-12,Hyderabad,South,WH_HYD_01,AGT_0017,BlueDart,Electronics,12482.2,COD,5,9,4,Yes,Warehouse Processing Delay,Yes,1,February,Q1,No,No
ORD101200,2024-05-23 22:18,2024-05-28,2024-05-31,Patna,East,WH_PAT_01,AGT_0001,Dunzo,Home & Kitchen,10117.95,Prepaid,5,8,3,Yes,Traffic Congestion,Yes,1,May,Q2,No,No
ORD101201,2024-01-23 18:53,2024-01-28,2024-01-28,Surat,West,WH_SRT_01,AGT_0023,Shadowfax,Books,11910.66,Prepaid,5,5,0,No,None,No,1,January,Q1,No,No
ORD101202,2024-07-07 14:52,2024-07-12,2024-07-12,Lucknow,North,WH_LKO_01,AGT_0089,Shadowfax,Groceries,9930.23,COD,5,5,0,No,None,No,1,July,Q3,No,Yes
ORD101203,2024-03-30 18:25,2024-04-02,2024-04-02,Pune,West,WH_PUN_01,AGT_0093,Ecom Express,Toys,11544.6,Prepaid,3,3,0,No,None,No,1,March,Q1,No,No
ORD101204,2024-02-14 19:16,2024-02-16,2024-02-16,Pune,West,WH_PUN_01,AGT_0088,BlueDart,Groceries,9735.14,COD,2,2,0,No,None,No,1,February,Q1,No,No
ORD101205,2024-11-16 04:38,2024-11-19,2024-11-18,Jaipur,North,WH_JAI_01,AGT_0021,Ecom Express,Home & Kitchen,12788.8,Prepaid,3,3,0,No,None,No,1,November,Q4,Yes,No
ORD101206,2024-08-02 03:32,2024-08-09,2024-08-10,Bhopal,Central,WH_BHO_01,AGT_0126,Shadowfax,Home & Kitchen,3932.55,Prepaid,7,8,1,Yes,Traffic Congestion,No,1,August,Q3,No,Yes
ORD101207,2024-06-15 23:53,2024-06-18,2024-06-18,Delhi,North,WH_DEL_01,AGT_0028,Ecom Express,Sports,7918.35,COD,3,3,0,No,None,No,1,June,Q2,No,Yes
ORD101208,2024-11-23 20:29,2024-11-25,2024-11-24,Hyderabad,South,WH_HYD_01,AGT_0019,Ekart,Toys,10785.6,Prepaid,2,2,0,No,None,No,1,November,Q4,Yes,No
ORD101209,2024-06-05 07:48,2024-06-10,2024-06-12,Nagpur,Central,WH_NGP_01,AGT_0008,BlueDart,Electronics,14280.53,Prepaid,5,7,2,Yes,Wrong Address,No,1,June,Q2,No,Yes
ORD101210,2024-03-02 06:11,2024-03-03,2024-03-07,Chennai,South,WH_CHN_01,AGT_0088,DTDC,Electronics,6415.48,COD,1,5,4,Yes,Wrong Address,Yes,1,March,Q1,No,No
ORD101211,2024-07-10 06:19,2024-07-15,2024-07-15,Pune,West,WH_PUN_01,AGT_0128,BlueDart,Toys,9583.01,Prepaid,5,5,0,No,None,No,1,July,Q3,No,Yes
ORD101212,2024-06-28 00:16,2024-07-03,2024-07-03,Kolkata,East,WH_KOL_01,AGT_0126,Shadowfax,Beauty,11330.83,Prepaid,5,5,0,No,None,No,1,June,Q2,No,Yes
ORD101213,2024-07-13 01:31,2024-07-14,2024-07-13,Mumbai,West,WH_MUM_01,AGT_0087,Ecom Express,Toys,1382.03,Prepaid,1,1,0,No,None,No,1,July,Q3,No,Yes
ORD101214,2024-11-05 15:02,2024-11-08,2024-11-15,Hyderabad,South,WH_HYD_01,AGT_0130,BlueDart,Groceries,3365.85,COD,3,10,7,Yes,Route Optimization Failure,Yes,1,November,Q4,Yes,No
ORD101215,2024-02-05 16:11,2024-02-10,2024-02-15,Ahmedabad,West,WH_AMD_01,AGT_0133,Delhivery,Books,12049.42,Prepaid,5,10,5,Yes,Warehouse Processing Delay,Yes,1,February,Q1,No,No
ORD101216,2024-03-30 14:18,2024-04-01,2024-04-06,Ahmedabad,West,WH_AMD_01,AGT_0124,XpressBees,Fashion,6486.96,Prepaid,2,7,5,Yes,High Order Volume,Yes,1,March,Q1,No,No
ORD101217,2024-05-07 00:24,2024-05-09,2024-05-08,Ahmedabad,West,WH_AMD_01,AGT_0059,Dunzo,Sports,4638.81,Prepaid,2,2,0,No,None,No,1,May,Q2,No,No
ORD101218,2024-08-15 22:58,2024-08-16,2024-08-18,Nagpur,Central,WH_NGP_01,AGT_0094,Dunzo,Toys,11144.29,Prepaid,1,3,2,Yes,Customer Unavailable,No,3,August,Q3,No,Yes
ORD101219,2024-12-28 16:57,2024-12-31,2024-12-30,Mumbai,West,WH_MUM_01,AGT_0143,Ecom Express,Books,6366.58,Prepaid,3,3,0,No,None,No,1,December,Q4,No,No
ORD101220,2024-08-04 02:04,2024-08-05,2024-08-11,Nagpur,Central,WH_NGP_01,AGT_0007,Delhivery,Groceries,7198.19,Prepaid,1,7,6,Yes,High Order Volume,Yes,1,August,Q3,No,Yes
ORD101221,2024-02-14 18:11,2024-02-16,2024-02-16,Bangalore,South,WH_BLR_01,AGT_0030,Ecom Express,Groceries,8426.92,COD,2,5,3,Yes,None,No,1,February,Q1,No,No
ORD101222,2024-01-21 07:12,2024-01-23,2024-01-23,Jaipur,North,WH_JAI_01,AGT_0135,Delhivery,Electronics,316.23,Prepaid,2,2,0,No,None,No,1,January,Q1,No,No
ORD101223,2024-05-16 18:33,2024-05-17,2024-05-16,Surat,West,WH_SRT_01,AGT_0049,XpressBees,Toys,4895.01,Prepaid,1,1,0,No,None,No,1,May,Q2,No,No
ORD101224,2024-08-31 15:30,2024-09-02,2024-09-06,Surat,West,WH_SRT_01,AGT_0123,Delhivery,Groceries,2319.77,Prepaid,2,6,4,Yes,Wrong Address,Yes,1,August,Q3,No,Yes
ORD101225,2024-02-07 18:10,2024-02-09,2024-02-09,Jaipur,North,WH_JAI_01,AGT_0016,Ecom Express,Books,12620.6,COD,2,2,0,No,None,No,1,February,Q1,No,No
ORD101226,2024-08-09 01:55,2024-08-12,2024-08-11,Patna,East,WH_PAT_01,AGT_0123,Ekart,Home & Kitchen,3010.19,COD,3,3,0,No,None,No,1,August,Q3,No,Yes
ORD101227,2024-09-17 13:41,2024-09-19,2024-09-24,Lucknow,North,WH_LKO_01,AGT_0107,BlueDart,Beauty,7532.43,Prepaid,2,7,5,Yes,Weather Conditions,Yes,1,September,Q3,No,Yes
ORD101228,2024-10-14 02:45,2024-10-16,2024-10-15,Delhi,North,WH_DEL_01,AGT_0138,DTDC,Sports,5637.39,COD,2,2,0,No,None,No,1,October,Q4,Yes,No
ORD101229,2024-06-16 09:54,2024-06-21,2024-06-21,Lucknow,North,WH_LKO_01,AGT_0024,Shadowfax,Toys,11397.65,Prepaid,5,5,0,No,None,No,1,June,Q2,No,Yes
ORD101230,2024-09-07 10:34,2024-09-14,2024-09-13,Nagpur,Central,WH_NGP_01,AGT_0081,XpressBees,Books,3886.16,COD,7,7,0,No,None,No,1,September,Q3,No,Yes
ORD101231,2024-06-14 07:36,2024-06-16,2024-06-19,Indore,Central,WH_IND_01,AGT_0036,XpressBees,Beauty,12412.17,COD,2,5,3,Yes,Vehicle Breakdown,Yes,1,June,Q2,No,Yes
ORD101232,2024-12-18 09:12,2024-12-21,2024-12-21,Patna,East,WH_PAT_01,AGT_0075,Delhivery,Groceries,3186.3,COD,3,3,0,No,None,No,1,December,Q4,No,No
ORD101233,2024-05-06 06:38,2024-05-09,2024-05-15,Surat,West,WH_SRT_01,AGT_0138,Dunzo,Books,5718.73,COD,3,9,6,Yes,Route Optimization Failure,Yes,1,May,Q2,No,No
ORD101234,2024-03-15 08:38,2024-03-16,2024-03-20,Kolkata,East,WH_KOL_01,AGT_0117,Dunzo,Books,198.52,Prepaid,1,5,4,Yes,Warehouse Processing Delay,Yes,1,March,Q1,No,No
ORD101235,2024-10-08 18:52,2024-10-11,2024-10-11,Indore,Central,WH_IND_01,AGT_0028,Dunzo,Beauty,3107.97,Prepaid,3,3,0,No,None,No,1,October,Q4,Yes,No
ORD101236,2024-08-11 12:20,2024-08-12,2024-08-13,Ahmedabad,West,WH_AMD_01,AGT_0072,Delhivery,Electronics,11437.85,Prepaid,1,2,1,Yes,High Order Volume,No,1,August,Q3,No,Yes
ORD101237,2024-10-07 17:17,2024-10-09,2024-10-09,Delhi,North,WH_DEL_01,AGT_0087,Delhivery,Electronics,3192.66,Prepaid,2,2,0,No,None,No,1,October,Q4,Yes,No
ORD101238,2024-05-21 09:27,2024-05-23,2024-05-28,Lucknow,North,WH_LKO_01,AGT_0142,BlueDart,Groceries,13928.6,COD,2,7,5,Yes,Weather Conditions,Yes,1,May,Q2,No,No
ORD101239,2024-06-11 07:10,2024-06-16,2024-06-21,Lucknow,North,WH_LKO_01,AGT_0032,Dunzo,Books,14323.93,Prepaid,5,10,5,Yes,Traffic Congestion,Yes,1,June,Q2,No,Yes
ORD101240,2024-05-06 13:14,2024-05-08,2024-05-07,Delhi,North,WH_DEL_01,AGT_0001,Delhivery,Books,13394.49,Prepaid,2,2,0,No,None,No,1,May,Q2,No,No
ORD101241,2024-12-09 09:27,2024-12-16,2024-12-16,Hyderabad,South,WH_HYD_01,AGT_0105,Delhivery,Fashion,6775.55,Prepaid,7,7,0,No,None,No,1,December,Q4,No,No
ORD101242,2024-08-15 14:09,2024-08-20,2024-08-20,Nagpur,Central,WH_NGP_01,AGT_0135,Ecom Express,Toys,491.94,COD,5,5,0,No,None,No,1,August,Q3,No,Yes
ORD101243,2024-06-13 00:31,2024-06-20,2024-06-20,Kolkata,East,WH_KOL_01,AGT_0104,Ekart,Beauty,9157.33,COD,7,8,1,Yes,None,No,1,June,Q2,No,Yes
ORD101244,2024-04-21 10:22,2024-04-26,2024-05-02,Hyderabad,South,WH_HYD_01,AGT_0145,BlueDart,Toys,13492.02,COD,5,11,6,Yes,Weather Conditions,Yes,1,April,Q2,No,No
ORD101245,2024-11-26 22:04,2024-12-01,2024-11-30,Hyderabad,South,WH_HYD_01,AGT_0112,Dunzo,Electronics,5924.72,COD,5,5,0,No,None,No,1,November,Q4,Yes,No
ORD101246,2024-08-16 13:05,2024-08-21,2024-08-23,Nagpur,Central,WH_NGP_01,AGT_0150,XpressBees,Groceries,5593.93,COD,5,7,2,Yes,Weather Conditions,No,1,August,Q3,No,Yes
ORD101247,2024-09-21 19:33,2024-09-23,2024-09-23,Surat,West,WH_SRT_01,AGT_0024,Ekart,Fashion,5563.89,Prepaid,2,2,0,No,None,No,1,September,Q3,No,Yes
ORD101248,2024-12-22 17:03,2024-12-25,2024-12-28,Lucknow,North,WH_LKO_01,AGT_0048,DTDC,Beauty,2363.09,Prepaid,3,6,3,Yes,Route Optimization Failure,Yes,1,December,Q4,No,No
ORD101249,2024-07-28 09:10,2024-08-04,2024-08-11,Hyderabad,South,WH_HYD_01,AGT_0109,Dunzo,Books,9371.03,Prepaid,7,14,7,Yes,Wrong Address,Yes,1,July,Q3,No,Yes
ORD101250,2024-03-26 07:01,2024-03-28,2024-03-27,Indore,Central,WH_IND_01,AGT_0137,Ekart,Books,1150.62,Prepaid,2,2,0,No,None,No,1,March,Q1,No,No
ORD101251,2024-08-24 17:48,2024-08-27,2024-08-26,Delhi,North,WH_DEL_01,AGT_0084,BlueDart,Home & Kitchen,8074.81,Prepaid,3,3,0,No,None,No,1,August,Q3,No,Yes
ORD101252,2024-03-28 08:32,2024-03-29,2024-03-28,Bhopal,Central,WH_BHO_01,AGT_0040,Dunzo,Electronics,5998.01,Prepaid,1,1,0,No,None,No,1,March,Q1,No,No
ORD101253,2024-03-08 07:55,2024-03-15,2024-03-15,Bhopal,Central,WH_BHO_01,AGT_0042,XpressBees,Fashion,7016.72,COD,7,7,0,No,None,No,1,March,Q1,No,No
ORD101254,2024-11-06 01:04,2024-11-11,2024-11-14,Surat,West,WH_SRT_01,AGT_0135,Ecom Express,Beauty,8004.06,COD,5,8,3,Yes,Route Optimization Failure,Yes,1,November,Q4,Yes,No
ORD101255,2024-11-27 16:22,2024-12-04,2024-12-04,Ahmedabad,West,WH_AMD_01,AGT_0010,Ekart,Toys,11311.72,COD,7,7,0,No,None,No,1,November,Q4,Yes,No
ORD101256,2024-02-07 19:23,2024-02-10,2024-02-14,Hyderabad,South,WH_HYD_01,AGT_0056,BlueDart,Home & Kitchen,5732.77,COD,3,7,4,Yes,Warehouse Processing Delay,Yes,1,February,Q1,No,No
ORD101257,2024-11-22 04:28,2024-11-29,2024-11-28,Pune,West,WH_PUN_01,AGT_0059,BlueDart,Groceries,9788.71,COD,7,7,0,No,None,No,1,November,Q4,Yes,No
ORD101258,2024-08-12 08:31,2024-08-17,2024-08-17,Indore,Central,WH_IND_01,AGT_0107,Ekart,Toys,5667.77,Prepaid,5,5,0,No,None,No,1,August,Q3,No,Yes
ORD101259,2024-05-05 04:57,2024-05-06,2024-05-07,Mumbai,West,WH_MUM_01,AGT_0076,Delhivery,Beauty,7056.58,COD,1,2,1,Yes,High Order Volume,No,1,May,Q2,No,No
ORD101260,2024-09-19 17:30,2024-09-20,2024-09-20,Kolkata,East,WH_KOL_01,AGT_0026,BlueDart,Groceries,1156.17,COD,1,1,0,No,None,No,1,September,Q3,No,Yes
ORD101261,2024-12-30 17:17,2024-12-31,2025-01-02,Bangalore,South,WH_BLR_01,AGT_0084,Shadowfax,Toys,508.48,COD,1,3,2,Yes,High Order Volume,No,1,December,Q4,No,No
ORD101262,2024-07-07 01:51,2024-07-14,2024-07-14,Chennai,South,WH_CHN_01,AGT_0040,Delhivery,Electronics,11413.61,COD,7,7,0,No,None,No,1,July,Q3,No,Yes
ORD101263,2024-07-12 10:42,2024-07-17,2024-07-17,Indore,Central,WH_IND_01,AGT_0071,Ecom Express,Fashion,2287.68,Prepaid,5,5,0,No,None,No,1,July,Q3,No,Yes
ORD101264,2024-04-22 01:02,2024-04-25,2024-04-27,Pune,West,WH_PUN_01,AGT_0110,Ekart,Beauty,6362.88,Prepaid,3,5,2,Yes,Vehicle Breakdown,No,1,April,Q2,No,No
ORD101265,2024-10-17 08:58,2024-10-19,2024-10-20,Jaipur,North,WH_JAI_01,AGT_0120,XpressBees,Fashion,12903.78,COD,2,3,1,Yes,Customer Unavailable,No,2,October,Q4,Yes,No
ORD101266,2024-12-10 15:07,2024-12-11,2024-12-11,Indore,Central,WH_IND_01,AGT_0084,Shadowfax,Books,9309.46,COD,1,1,0,No,None,No,1,December,Q4,No,No
ORD101267,2024-03-20 21:43,2024-03-27,2024-03-27,Jaipur,North,WH_JAI_01,AGT_0112,BlueDart,Home & Kitchen,12121.91,Prepaid,7,7,0,No,None,No,1,March,Q1,No,No
ORD101268,2024-05-19 10:32,2024-05-22,2024-05-22,Ahmedabad,West,WH_AMD_01,AGT_0038,Delhivery,Books,911.61,COD,3,3,0,No,None,No,1,May,Q2,No,No
ORD101269,2024-04-24 07:56,2024-04-26,2024-04-25,Jaipur,North,WH_JAI_01,AGT_0146,Ecom Express,Beauty,13901.87,COD,2,2,0,No,None,No,1,April,Q2,No,No
ORD101270,2024-06-02 02:15,2024-06-04,2024-06-03,Kolkata,East,WH_KOL_01,AGT_0111,Ecom Express,Beauty,11658.25,Prepaid,2,2,0,No,None,No,1,June,Q2,No,Yes
ORD101271,2024-07-31 15:01,2024-08-03,2024-08-02,Bangalore,South,WH_BLR_01,AGT_0055,Ecom Express,Toys,4723.91,COD,3,3,0,No,None,No,1,July,Q3,No,Yes
ORD101272,2024-08-08 07:18,2024-08-10,2024-08-09,Pune,West,WH_PUN_01,AGT_0022,Delhivery,Fashion,5141.25,COD,2,2,0,No,None,No,1,August,Q3,No,Yes
ORD101273,2024-01-05 04:34,2024-01-10,2024-01-09,Delhi,North,WH_DEL_01,AGT_0121,BlueDart,Electronics,14025.46,Prepaid,5,5,0,No,None,No,1,January,Q1,No,No
ORD101274,2024-01-17 04:18,2024-01-20,2024-01-20,Bangalore,South,WH_BLR_01,AGT_0080,Ekart,Electronics,10040.96,Prepaid,3,3,0,No,None,No,1,January,Q1,No,No
ORD101275,2024-02-21 01:37,2024-02-22,2024-02-21,Kolkata,East,WH_KOL_01,AGT_0126,Ecom Express,Groceries,12348.23,Prepaid,1,1,0,No,None,No,1,February,Q1,No,No
ORD101276,2024-05-16 18:18,2024-05-23,2024-05-22,Delhi,North,WH_DEL_01,AGT_0132,Ekart,Books,12502.26,COD,7,9,2,Yes,None,No,1,May,Q2,No,No
ORD101277,2024-09-11 19:14,2024-09-14,2024-09-21,Delhi,North,WH_DEL_01,AGT_0076,DTDC,Sports,10025.38,COD,3,10,7,Yes,High Order Volume,Yes,1,September,Q3,No,Yes
ORD101278,2024-12-27 12:26,2024-12-29,2024-12-29,Surat,West,WH_SRT_01,AGT_0039,Dunzo,Home & Kitchen,10043.89,Prepaid,2,2,0,No,None,No,1,December,Q4,No,No
ORD101279,2024-03-20 01:05,2024-03-21,2024-03-20,Nagpur,Central,WH_NGP_01,AGT_0086,DTDC,Fashion,2343.05,COD,1,4,3,Yes,None,No,1,March,Q1,No,No
ORD101280,2024-06-12 18:15,2024-06-17,2024-06-18,Nagpur,Central,WH_NGP_01,AGT_0094,BlueDart,Toys,14070.93,Prepaid,5,6,1,Yes,Weather Conditions,No,1,June,Q2,No,Yes
ORD101281,2024-07-19 06:22,2024-07-20,2024-07-27,Bangalore,South,WH_BLR_01,AGT_0116,Shadowfax,Beauty,5934.95,COD,1,8,7,Yes,Weather Conditions,Yes,1,July,Q3,No,Yes
ORD101282,2024-06-16 23:45,2024-06-21,2024-06-20,Bangalore,South,WH_BLR_01,AGT_0024,Ecom Express,Books,260.46,Prepaid,5,5,0,No,None,No,1,June,Q2,No,Yes
ORD101283,2024-06-20 04:02,2024-06-22,2024-06-27,Ahmedabad,West,WH_AMD_01,AGT_0010,Ecom Express,Groceries,14362.38,Prepaid,2,7,5,Yes,Route Optimization Failure,Yes,1,June,Q2,No,Yes
ORD101284,2024-01-05 20:23,2024-01-08,2024-01-08,Patna,East,WH_PAT_01,AGT_0055,XpressBees,Toys,5157.12,Prepaid,3,3,0,No,None,No,1,January,Q1,No,No
ORD101285,2024-06-19 21:42,2024-06-26,2024-06-30,Bangalore,South,WH_BLR_01,AGT_0138,DTDC,Toys,6608.82,Prepaid,7,11,4,Yes,Vehicle Breakdown,Yes,1,June,Q2,No,Yes
ORD101286,2024-08-21 01:18,2024-08-24,2024-08-29,Patna,East,WH_PAT_01,AGT_0058,Shadowfax,Home & Kitchen,7196.59,COD,3,8,5,Yes,Wrong Address,Yes,1,August,Q3,No,Yes
ORD101287,2024-05-15 09:57,2024-05-16,2024-05-16,Ahmedabad,West,WH_AMD_01,AGT_0057,BlueDart,Home & Kitchen,6012.97,Prepaid,1,1,0,No,None,No,1,May,Q2,No,No
ORD101288,2024-08-18 07:25,2024-08-19,2024-08-20,Bhopal,Central,WH_BHO_01,AGT_0128,BlueDart,Books,8098.58,COD,1,4,3,Yes,Weather Conditions,No,1,August,Q3,No,Yes
ORD101289,2024-04-19 17:42,2024-04-26,2024-04-27,Lucknow,North,WH_LKO_01,AGT_0140,Ekart,Sports,13895.59,COD,7,8,1,Yes,Vehicle Breakdown,No,1,April,Q2,No,No
ORD101290,2024-04-12 00:43,2024-04-17,2024-04-23,Surat,West,WH_SRT_01,AGT_0067,Ekart,Fashion,14206.69,Prepaid,5,11,6,Yes,Vehicle Breakdown,Yes,1,April,Q2,No,No
ORD101291,2024-12-02 09:42,2024-12-05,2024-12-05,Bangalore,South,WH_BLR_01,AGT_0074,Delhivery,Sports,3180.79,Prepaid,3,3,0,No,None,No,1,December,Q4,No,No
ORD101292,2024-10-04 22:35,2024-10-05,2024-10-07,Chennai,South,WH_CHN_01,AGT_0070,Delhivery,Home & Kitchen,12817.5,Prepaid,1,3,2,Yes,Wrong Address,No,1,October,Q4,Yes,No
ORD101293,2024-02-28 14:21,2024-02-29,2024-02-29,Bangalore,South,WH_BLR_01,AGT_0092,Delhivery,Books,7735.08,COD,1,1,0,No,None,No,1,February,Q1,No,No
ORD101294,2024-02-17 11:11,2024-02-22,2024-02-22,Patna,East,WH_PAT_01,AGT_0038,Ekart,Fashion,10920.93,Prepaid,5,5,0,No,None,No,1,February,Q1,No,No
ORD101295,2024-03-23 16:52,2024-03-30,2024-04-06,Kolkata,East,WH_KOL_01,AGT_0132,Delhivery,Beauty,592.37,COD,7,14,7,Yes,High Order Volume,Yes,1,March,Q1,No,No
ORD101296,2024-07-25 06:10,2024-07-27,2024-07-27,Patna,East,WH_PAT_01,AGT_0143,Dunzo,Home & Kitchen,11635.93,Prepaid,2,2,0,No,None,No,1,July,Q3,No,Yes
ORD101297,2024-08-22 12:20,2024-08-25,2024-08-26,Patna,East,WH_PAT_01,AGT_0096,BlueDart,Sports,6875.7,Prepaid,3,4,1,Yes,Traffic Congestion,No,1,August,Q3,No,Yes
ORD101298,2024-06-22 13:47,2024-06-23,2024-06-23,Surat,West,WH_SRT_01,AGT_0122,Ekart,Fashion,1415.6,Prepaid,1,1,0,No,None,No,1,June,Q2,No,Yes
ORD101299,2024-10-10 17:46,2024-10-13,2024-10-20,Ahmedabad,West,WH_AMD_01,AGT_0010,DTDC,Beauty,11824.27,COD,3,10,7,Yes,Traffic Congestion,Yes,1,October,Q4,Yes,No
ORD101300,2024-02-24 01:19,2024-02-26,2024-02-26,Bhopal,Central,WH_BHO_01,AGT_0136,Delhivery,Beauty,14989.32,COD,2,2,0,No,None,No,1,February,Q1,No,No
ORD101301,2024-02-08 15:19,2024-02-11,2024-02-10,Kolkata,East,WH_KOL_01,AGT_0135,Ekart,Fashion,14721.62,COD,3,3,0,No,None,No,1,February,Q1,No,No
ORD101302,2024-11-02 03:23,2024-11-03,2024-11-06,Lucknow,North,WH_LKO_01,AGT_0150,XpressBees,Groceries,4876.93,Prepaid,1,4,3,Yes,High Order Volume,Yes,1,November,Q4,Yes,No
ORD101303,2024-02-10 07:03,2024-02-13,2024-02-20,Patna,East,WH_PAT_01,AGT_0104,Delhivery,Books,12201.92,COD,3,10,7,Yes,Wrong Address,Yes,1,February,Q1,No,No
ORD101304,2024-01-21 09:58,2024-01-26,2024-01-29,Patna,East,WH_PAT_01,AGT_0002,Delhivery,Fashion,11155.25,Prepaid,5,8,3,Yes,Weather Conditions,Yes,1,January,Q1,No,No
ORD101305,2024-09-01 01:30,2024-09-04,2024-09-03,Delhi,North,WH_DEL_01,AGT_0044,Shadowfax,Fashion,4074.59,Prepaid,3,3,0,No,None,No,1,September,Q3,No,Yes
ORD101306,2024-11-28 18:44,2024-11-29,2024-11-28,Bangalore,South,WH_BLR_01,AGT_0105,XpressBees,Groceries,7134.19,Prepaid,1,1,0,No,None,No,1,November,Q4,Yes,No
